newsid,title,summary,content,language,model,ro,md
593,Creștere spectaculoasă a exporturilor de vinuri moldovenești către Uniunea Europeană,"Republica Moldova înregistrează o creștere de 25% a exporturilor de vinuri către țările UE în primul semestru al anului, susținută de investiții în crame precum Purcari și Mileștii Mici, potrivit datelor Oficiului Național al Viei și Vinului (ONVV). Experții anticipează un impact pozitiv asupra economiei naționale.","de știri
Chișinău, 15 octombrie 2023 – Economia Republicii Moldova primește un impuls semnificativ din sectorul vitivinicol, cu o creștere de 25% a exporturilor de vinuri către Uniunea Europeană în primele șase luni ale anului curent. Potrivit unui raport recent publicat de Oficiul Național al Viei și Vinului (ONVV), valoarea exporturilor a depășit 150 de milioane de euro, comparativ cu aceeași perioadă a anului trecut.

Principalele destinații au fost România, Polonia și Germania, unde cererea pentru vinurile moldovenești, recunoscute pentru calitatea lor, a crescut constant. Cramele emblematice precum Purcari din regiunea Ștefan Vodă și Mileștii Mici, situată în apropiere de Chișinău și inclusă în Cartea Recordurilor Guinness pentru cea mai mare colecție de vinuri din lume, au contribuit major la acest succes. „Investițiile în tehnologii moderne și promovarea internațională au fost cheia acestei evoluții”, a declarat directorul ONVV, Gheorghe Arpentin, într-o conferință de presă organizată la sediul instituției din capitală.

Ministerul Economiei și Infrastructurii din Republica Moldova subliniază că acest sector generează peste 200.000 de locuri de muncă și contribuie cu aproximativ 3% la PIB-ul național. Creșterea exporturilor vine pe fondul acordurilor comerciale cu UE, care au facilitat accesul pe piețele europene după embargoul rusesc din 2013. Totuși, producătorii se confruntă cu provocări precum schimbările climatice și concurența globală.

Analiștii de la Banca Națională a Moldovei estimează că, dacă tendința se menține, exporturile de vinuri ar putea atinge un record istoric până la sfârșitul anului. În contextul aspirațiilor europene ale Republicii Moldova, acest succes economic este văzut ca un pas important către integrarea în spațiul comunitar. Guvernul de la Chișinău a anunțat deja alocarea de fonduri suplimentare pentru promovarea vinurilor moldovenești la târguri internaționale, cum ar fi ProWein din Düsseldorf.",ro,grok-4-0709,1,1
594,Exporturile de vin din Republica Moldova înregistrează o creștere record în 2023,"Industria vitivinicolă din Republica Moldova a cunoscut o expansiune semnificativă anul acesta, cu exporturi care au depășit 150 de milioane de dolari, impulsionate de acorduri comerciale cu Uniunea Europeană. Companii precum Cricova și Purcari au jucat un rol cheie, contribuind la relansarea economiei naționale afectate de crizele recente.","de știri
Chișinău, 15 noiembrie 2023 – Republica Moldova, recunoscută la nivel internațional pentru tradiția sa viticolă, raportează o creștere impresionantă a exporturilor de vin în acest an, conform datelor publicate de Agenția Națională pentru Siguranța Alimentelor (ANSA). Potrivit raportului, volumul exporturilor a ajuns la peste 100 de milioane de litri, generând venituri de aproximativ 150 de milioane de dolari, cu 25% mai mult față de anul precedent.

Această evoluție pozitivă vine pe fondul Acordului de Asociere cu Uniunea Europeană, care a facilitat accesul produselor moldovenești pe piețele europene. „Am reușit să diversificăm destinațiile de export, de la țări tradiționale precum România și Polonia, până la piețe noi ca Germania și Marea Britanie”, a declarat Ion Perju, ministrul Agriculturii și Industriei Alimentare, în cadrul unei conferințe de presă organizate la sediul ministerului din Chișinău.

Printre principalii contributori se numără cramele renumite din regiunea Codru, cum ar fi Cricova și Milestii Mici, care au investit în modernizarea facilităților de producție. Compania Purcari Wineries, listată la Bursa de Valori București, a raportat o creștere a vânzărilor externe cu 30%, datorită campaniilor de promovare internațională. „Calitatea vinurilor noastre, combinată cu prețuri competitive, ne poziționează favorabil pe piața globală”, a explicat Victor Bostan, directorul executiv al Purcari.

Totuși, sectorul se confruntă cu provocări, inclusiv dependența de condițiile meteorologice și impactul războiului din Ucraina asupra lanțurilor de aprovizionare. Experții de la Asociația Producătorilor de Vin din Moldova (APVM) estimează că, pentru a menține ritmul de creștere, sunt necesare investiții suplimentare în irigații și tehnologii verzi, finanțate parțial prin fonduri europene.

Această performanță economică vine într-un moment crucial pentru Moldova, unde agricultura reprezintă peste 10% din PIB. Potrivit Băncii Naționale a Moldovei, creșterea exporturilor de vin ar putea contribui la stabilizarea leului moldovenesc și la reducerea deficitului comercial. Analistul economic Veaceslav Ioniță, de la Institutul pentru Dezvoltare și Inițiative Sociale „Viitorul”, subliniază: „Este un semnal pozitiv pentru economie, dar trebuie să ne concentrăm pe diversificare pentru a evita riscurile externe”.

Guvernul de la Chișinău a anunțat deja un program de subvenții pentru viticultori, cu un buget de 50 de milioane de lei, menit să susțină extinderea podgoriilor în zone precum Valul lui Traian. Cu o istorie de mii de ani în producția de vin, Republica Moldova își consolidează poziția ca unul dintre principalii exportatori din Europa de Est, transformând o tradiție culturală într-un motor economic esențial.",ro,grok-4-0709,1,1
595,Republica Moldova înregistrează o creștere record a exporturilor de vinuri în 2023,"Exporturile de vinuri din Republica Moldova au atins un nivel record în 2023, impulsionate de acordurile comerciale cu Uniunea Europeană și de investițiile în podgorii moderne. Companii precum Purcari și Cricova au contribuit semnificativ, stimulând economia națională și creând noi locuri de muncă în regiuni precum Ștefan Vodă și Chișinău.","de știri
Chișinău, 15 ianuarie 2024 – Economia Republicii Moldova a primit un impuls semnificativ anul trecut, datorită unei creșteri record a exporturilor de vinuri, care au depășit valoarea de 150 de milioane de euro, conform datelor publicate de Ministerul Economiei și Infrastructurii. Această performanță vine pe fondul implementării Acordului de Asociere cu Uniunea Europeană, care a facilitat accesul produselor moldovenești pe piețele europene.

Potrivit raportului anual al Oficiului Național al Viei și Vinului (ONVV), producția de vinuri a crescut cu 12% față de 2022, ajungând la peste 20 de milioane de litri exportați. Regiunile viticole tradiționale, precum Codru și Valul lui Traian, au beneficiat de investiții străine, în special din partea unor companii europene interesate de potențialul solurilor fertile din Ștefan Vodă și Cahul.

„Această creștere demonstrează reziliența sectorului vitivinicol moldovenesc, care reprezintă aproximativ 3% din PIB-ul național și susține peste 200.000 de locuri de muncă”, a declarat Dumitru Alaiba, ministrul Economiei și Infrastructurii, în cadrul unei conferințe de presă organizate la Chișinău. El a subliniat rolul companiilor de top, precum Purcari Wineries și Cramele Cricova, care au investit în tehnologii moderne de vinificație și au extins parteneriatele cu retaileri din România, Polonia și Germania.

Experții de la Academia de Științe a Moldovei estimează că, dacă tendința se menține, exporturile ar putea atinge 200 de milioane de euro în 2024, contribuind la reducerea dependenței economice de remitențe și de piețele tradiționale din est. Totuși, provocări precum schimbările climatice și fluctuațiile prețurilor la energie rămân obstacole majore pentru fermierii din regiunile rurale.

Această evoluție pozitivă vine în contextul eforturilor guvernului de la Chișinău de a diversifica economia, cu un accent pe sectoarele agroalimentare și turismul enologic. Festivalul Național al Vinului, organizat anual în Piața Marii Adunări Naționale, a atras anul trecut peste 100.000 de vizitatori, promovând brandurile moldovenești pe plan internațional.",ro,grok-4-0709,1,1
596,"Exporturile de vin din Republica Moldova ating cote record în 2023, impulsionate de piețele UE","Republica Moldova a raportat o creștere de 25% a exporturilor de vin în primele nouă luni ale anului 2023, cu destinații principale în Uniunea Europeană. Cramele precum Purcari și Cricova au contribuit semnificativ, susținute de investiții în tehnologie și acorduri comerciale, ceea ce ar putea stimula economia națională în contextul provocărilor energetice.","de presă
Chișinău, 15 noiembrie 2023 – Industria vitivinicolă din Republica Moldova traversează o perioadă de revigorare spectaculoasă, cu exporturi care au atins un nivel record în 2023. Potrivit datelor publicate de Ministerul Economiei și Infrastructurii de la Chișinău, volumul exporturilor de vin a crescut cu 25% față de aceeași perioadă a anului trecut, ajungând la peste 100 de milioane de litri. Principalele piețe de desfacere rămân țările Uniunii Europene, în special România, Polonia și Germania, unde cererea pentru vinurile moldovenești a explodat datorită calității îmbunătățite și prețurilor competitive.

„Această creștere este rezultatul eforturilor conjugate ale producătorilor și ale autorităților, care au investit în modernizarea cramelor și în promovarea internațională”, a declarat Ion Perju, ministrul Agriculturii și Industriei Alimentare din Republica Moldova, în cadrul unei conferințe de presă organizate la Chișinău. El a subliniat rolul Acordului de Asociere cu UE, care a facilitat accesul pe piețele europene fără taxe vamale suplimentare, contribuind la o creștere a veniturilor din export cu aproximativ 150 de milioane de euro.

Printre cramele care au performat excepțional se numără Purcari Wineries, situată în regiunea Ștefan Vodă, care a raportat o dublare a exporturilor către România și Marea Britanie. „Am investit peste 5 milioane de euro în tehnologii noi de vinificație, ceea ce ne permite să producem vinuri de calitate superioară, apreciate la nivel internațional”, a explicat Victor Bostan, directorul executiv al Purcari. De asemenea, celebra cramă Cricova, cunoscută pentru galeriile sale subterane din apropierea capitalei, a contribuit cu exporturi de vinuri spumante către piețele din estul Europei, inclusiv către Rusia, deși embargourile anterioare au afectat sectorul în trecut.

Această evoluție pozitivă vine pe fondul unor provocări majore pentru economia moldovenească, precum dependența de importurile energetice din Rusia și impactul războiului din Ucraina asupra lanțurilor de aprovizionare. Totuși, experții de la Banca Națională a Moldovei estimează că sectorul vitivinicol, care reprezintă aproximativ 3% din PIB-ul țării și angajează peste 250.000 de persoane, ar putea genera o creștere economică suplimentară de 1-2% în 2024, dacă tendința se menține.

Asociația Producătorilor de Vin din Moldova (APV) a anunțat planuri de extindere a promovării, inclusiv participarea la târguri internaționale precum ProWein din Düsseldorf. „Trebuie să capitalizăm pe renumele vinurilor noastre, precum cele din soiurile indigene Fetească Neagră sau Rară Neagră”, a spus Gheorghe Arpentin, președintele APV.

În context regional, România, ca principal partener comercial, a importat peste 30% din vinurile moldovenești exportate, consolidând legăturile economice bilaterale. Analistii avertizează însă că schimbările climatice și fluctuațiile prețurilor la energie ar putea afecta producția viitoare, motiv pentru care autoritățile de la Chișinău pregătesc programe de subvenții pentru irigații și energii regenerabile în podgorii.

Această performanță subliniază potențialul Republicii Moldova de a se afirma ca un jucător important pe piața globală a vinurilor, contribuind la diversificarea economiei și la reducerea dependenței de remitențe.",ro,grok-4-0709,1,1
597,"Exporturile de vin moldovenesc ating cote record în 2023, impulsionând economia Republicii Moldova","Republica Moldova a înregistrat o creștere spectaculoasă a exporturilor de vin în 2023, depășind 150 de milioane de dolari, potrivit datelor Oficiului Național al Viei și Vinului (ONVV). Această performanță, susținută de crame precum Purcari și Cricova, contribuie la diversificarea economiei și atragerea investițiilor străine, în contextul provocărilor geopolitice.","de știri
Chișinău, 15 februarie 2024 – Economia Republicii Moldova primește un impuls semnificativ din sectorul vitivinicol, care a marcat un an record în 2023 prin exporturi de vin ce au depășit 150 de milioane de dolari, conform unui raport recent publicat de Oficiul Național al Viei și Vinului (ONVV). Această creștere de aproximativ 12% față de anul precedent subliniază reziliența industriei în fața provocărilor regionale, inclusiv instabilitatea energetică și tensiunile comerciale cu Rusia.

Potrivit directorului ONVV, Gheorghe Arpentin, succesul se datorează eforturilor de promovare internațională și diversificării piețelor. „Am reușit să ne extindem prezența pe piețe precum Uniunea Europeană, Statele Unite și Asia, compensând pierderile din spațiul CSI”, a declarat Arpentin într-o conferință de presă la Chișinău. Cramele emblematice, cum ar fi Purcari din regiunea Ștefan Vodă și Cricova din apropierea capitalei, au jucat un rol pivotal, cu producții premiate la concursuri internaționale precum Decanter World Wine Awards.

Exporturile au generat peste 10.000 de locuri de muncă noi în sectorul agricol și procesare, contribuind la un plus de 2% la PIB-ul național, estimează experți de la Banca Națională a Moldovei. Guvernul condus de președinta Maia Sandu a sprijinit industria prin programe de subvenții și parteneriate cu Uniunea Europeană, inclusiv acces la fonduri din cadrul Acordului de Asociere.

Totuși, provocări persistă: seceta din vara trecută a afectat recoltele în regiuni precum Cahul și Taraclia, iar prețurile la energie rămân un factor de risc. Analistul economic Veaceslav Ioniță de la Institutul pentru Dezvoltare și Inițiative Sociale „Viitorul” avertizează că, fără investiții în irigații și tehnologii verzi, creșterea ar putea fi temporară. „Vinul este un motor al economiei moldovenești, dar trebuie să ne adaptăm la schimbările climatice și la volatilitatea globală”, a spus Ioniță.

Pe termen lung, ONVV țintește o dublare a exporturilor până în 2030, prin promovarea turismului enologic în zone precum Mileștii Mici, cel mai mare depozit de vin din lume. Această evoluție pozitivă vine pe fondul eforturilor Moldovei de integrare europeană, oferind o rază de optimism într-o economie încă marcată de dependența de remitențe și agricultură.",ro,grok-4-0709,0,1
598,Creștere spectaculoasă în sectorul IT din Republica Moldova: Moldova IT Park atrage investiții record,"Sectorul IT din Republica Moldova înregistrează o expansiune rapidă, cu Moldova IT Park din Chișinău devenind un hub major pentru companii internaționale. Potrivit datelor recente, investițiile au depășit 100 de milioane de euro în 2023, stimulând economia națională și creând mii de locuri de muncă.","de știri
Chișinău, 15 octombrie 2023 – Republica Moldova se afirmă tot mai puternic pe harta globală a tehnologiei informației, grație dezvoltării accelerate a sectorului IT. Moldova IT Park, un proiect lansat în 2018 sub egida Ministerului Economiei și Infrastructurii, a devenit un magnet pentru investiții străine, atrăgând companii precum Endava și Pentalog, care și-au extins operațiunile în capitala moldovenească.

Potrivit unui raport recent publicat de Agenția de Investiții din Moldova, investițiile în sectorul IT au crescut cu 25% față de anul precedent, atingând un nivel record de peste 100 de milioane de euro. Această evoluție este susținută de facilități fiscale atractive, cum ar fi impozitul unic de 7% pe venit, care a convins peste 1.000 de companii să se înregistreze în parcul tehnologic. „Moldova IT Park reprezintă un exemplu de succes în transformarea economiei noastre către un model bazat pe inovație și digitalizare”, a declarat Vitalie Iurcu, directorul executiv al parcului, într-un interviu acordat presei locale.

Expansiunea sectorului IT contribuie semnificativ la PIB-ul Republicii Moldova, reprezentând aproximativ 8% din economie în 2023, conform datelor Băncii Naționale a Moldovei. Orașe precum Chișinău și Bălți au beneficiat de crearea a peste 15.000 de locuri de muncă înalt calificate, reducând șomajul în rândul tinerilor și atrăgând talente din regiune. Totuși, experți precum economistul Veaceslav Ioniță de la Institutul pentru Dezvoltare și Inițiative Sociale „Viitorul” avertizează că provocări precum lipsa infrastructurii digitale și emigrația forței de muncă calificate ar putea încetini ritmul de creștere.

Guvernul de la Chișinău, condus de prim-ministrul Dorin Recean, a anunțat planuri de extindere a Moldova IT Park prin parteneriate cu Uniunea Europeană, vizând integrarea în programe precum Digital Europe. Această strategie este văzută ca un pas esențial spre diversificarea economiei moldovenești, dependentă tradițional de agricultură și remitențe.

Pe fondul tensiunilor regionale, sectorul IT oferă o rază de optimism pentru Republica Moldova, demonstrând reziliența economică a țării. Analizele sugerează că, dacă tendința se menține, Moldova ar putea deveni un centru IT regional, concurând cu țări precum România sau Ucraina.",ro,grok-4-0709,1,1
599,Ministerul Sănătății din Republica Moldova lansează un program național de telemedicină pentru zonele rurale,"Ministerul Sănătății al Republicii Moldova a anunțat lansarea unui program inovator de telemedicină, menit să îmbunătățească accesul la servicii medicale în zonele rurale izolate, cum ar fi satele din raioanele Cahul și Orhei. Inițiativa, susținută de fonduri europene, vizează reducerea decalajelor în sistemul de sănătate și implică parteneriate cu spitale din Chișinău.","de știri
Chișinău, 15 octombrie 2023 – Într-un efort de a moderniza sistemul de sănătate național, Ministerul Sănătății al Republicii Moldova a lansat astăzi un program ambițios de telemedicină, destinat în special comunităților rurale unde accesul la medici specialiști este limitat. Programul, denumit „Sănătate la Distanță”, va conecta pacienții din zone izolate, precum satele din raioanele Cahul, Orhei și Bălți, cu doctori din instituții de top din capitală, cum ar fi Institutul de Medicină Urgentă și Spitalul Clinic Republican „Timofei Moșneaga”.

Ministrul Sănătății, Ala Nemerenco, a declarat în cadrul unei conferințe de presă organizate la sediul ministerului din Chișinău că inițiativa vine ca răspuns la provocările persistente ale sistemului de sănătate moldovenesc, agravate de migrația personalului medical către țări precum România și alte state UE. „Prin telemedicină, vom reduce timpii de așteptare și costurile de deplasare pentru pacienți, oferind consultații online pentru afecțiuni cronice, monitorizare post-operatorie și chiar diagnosticare inițială”, a explicat Nemerenco. Programul este finanțat parțial prin granturi de la Uniunea Europeană, în valoare de aproximativ 2 milioane de euro, și implică colaborarea cu organizații internaționale precum Organizația Mondială a Sănătății (OMS) și platforme tehnologice locale.

Potrivit datelor furnizate de minister, peste 40% din populația rurală a Moldovei se confruntă cu lipsa accesului la servicii medicale specializate, ceea ce duce la rate crescute de mortalitate prevenibilă în boli cardiovasculare și diabet. Programul va începe cu o fază pilot în 10 centre medicale din raionul Cahul, unde echipamente de videoconferință și aplicații mobile vor fi instalate până la sfârșitul anului. Medicii implicați, precum dr. Victor Cojocaru de la Spitalul Clinic Republican, au subliniat beneficiile: „Aceasta este o revoluție pentru sănătatea rurală. Pacienții din sate îndepărtate vor putea discuta direct cu specialiști din Chișinău, fără a parcurge sute de kilometri”.

Reacțiile din partea societății civile sunt pozitive, dar nu lipsite de critici. Reprezentanți ai Asociației Medicilor de Familie din Moldova au avertizat că programul trebuie să fie însoțit de investiții în infrastructura internetului rural, care în multe zone este deficitară. „Fără conexiuni stabile, telemedicina rămâne doar o idee frumoasă”, a comentat președintele asociației, Natalia Cebotari.

Oficialii ministerului promit extinderea programului la nivel național în 2024, cu obiectivul de a acoperi peste 200 de localități. Această inițiativă se înscrie în strategia mai largă a Guvernului de la Chișinău de aliniere la standardele europene în domeniul sănătății, în contextul aspirațiilor de integrare în UE. Detalii suplimentare despre înscriere și funcționare vor fi disponibile pe site-ul oficial al Ministerului Sănătății.",ro,grok-4-0709,1,1
600,Republica Moldova: Ministerul Sănătății lansează un program de telemedicină pentru zonele rurale,"Ministerul Sănătății din Republica Moldova a inițiat un program național de telemedicină, menit să îmbunătățească accesul la servicii medicale în zonele rurale, cum ar fi cele din raioanele Cahul și Soroca. Proiectul, susținut de Uniunea Europeană, implică instalarea de echipamente în spitalele din Chișinău și Bălți, urmând să beneficieze mii de pacienți.","de știri
Chișinău, 15 octombrie 2023 – Ministerul Sănătății al Republicii Moldova a anunțat lansarea unui program ambițios de telemedicină, destinat să rezolve problemele de acces la îngrijiri medicale în regiunile îndepărtate ale țării. Inițiativa, denumită ""Sănătate Digitală"", va conecta pacienții din zone rurale precum raioanele Cahul, Soroca și Edineț cu specialiști din marile centre medicale, inclusiv Spitalul Clinic Republican ""Timofei Moșneaga"" din Chișinău și Spitalul Municipal din Bălți.

Potrivit ministrei Sănătății, Ala Nemerenco, programul vine ca răspuns la deficitul acut de medici în satele moldovenești, unde peste 40% din populație se confruntă cu dificultăți în obținerea consultațiilor specializate. ""Această tehnologie va permite diagnosticarea și tratamentul la distanță, reducând necesitatea deplasărilor costisitoare către capitală"", a declarat Nemerenco în cadrul unei conferințe de presă organizate la sediul ministerului.

Proiectul este finanțat parțial de Uniunea Europeană prin programul de asistență tehnică EU4Moldova, cu un buget inițial de 2 milioane de euro. Până la sfârșitul anului, vor fi instalate platforme de telemedicină în 50 de instituții medicale din mediul rural, permițând consultații video în domenii precum cardiologia, pediatria și oncologia.

Directorul Spitalului Clinic Republican ""Timofei Moșneaga"", Anatolie Ciubotaru, a subliniat beneficiile: ""Am testat deja sistemul în faza pilot și am observat o reducere cu 30% a timpului de așteptare pentru pacienți. Este un pas major spre modernizarea sistemului de sănătate moldovenesc"".

Programul a fost întâmpinat cu optimism de organizații nonguvernamentale, precum Asociația Medicilor de Familie din Moldova, care a cerut extinderea sa la nivel național. Totuși, critici au apărut din partea unor experți, care avertizează asupra problemelor de conectivitate la internet în zonele izolate.

Autoritățile estimează că, în primul an, peste 10.000 de consultații vor fi realizate prin telemedicină, contribuind la reducerea inegalităților în accesul la sănătate. Ministerul Sănătății planifică o evaluare a impactului programului în 2024, cu posibile extinderi finanțate de parteneri internaționali.",ro,grok-4-0709,0,1
601,Republica Moldova lansează un program național de screening pentru bolile cardiovasculare,"Ministerul Sănătății al Republicii Moldova a inițiat un program amplu de screening gratuit pentru depistarea timpurie a bolilor cardiovasculare, vizând peste 100.000 de cetățeni din zonele rurale, în parteneriat cu Organizația Mondială a Sănătății. Acțiunea, lansată la Chișinău, vizează reducerea mortalității cauzate de aceste afecțiuni, principalele cauze de deces în țară.","de știri
Chișinău, 15 octombrie 2023 – Republica Moldova face un pas important în îmbunătățirea sistemului de sănătate publică prin lansarea unui program național de screening pentru bolile cardiovasculare. Inițiativa, anunțată de ministrul Sănătății, Ala Nemerenco, în cadrul unei conferințe de presă organizate la sediul Ministerului Sănătății din capitală, este susținută de un buget de 5 milioane de euro, provenit din fonduri europene și contribuții ale Organizației Mondiale a Sănătății (OMS).

Programul, denumit ""Inimă Sănătoasă"", va oferi examinări gratuite, inclusiv electrocardiograme și analize de sânge, pentru populația adultă din raioanele Cahul, Orhei și Bălți, unde incidența bolilor de inimă este ridicată. Potrivit datelor Institutului de Cardiologie din Chișinău, bolile cardiovasculare reprezintă peste 60% din cauzele de mortalitate în Moldova, fiind agravate de factori precum stilul de viață sedentar și accesul limitat la servicii medicale în zonele rurale.

""Acest program este esențial pentru a preveni complicațiile și a salva vieți. Colaborăm strâns cu OMS pentru a implementa cele mai bune practici internaționale"", a declarat Ala Nemerenco. Experți de la Spitalul Clinic Republican ""Timofei Moșneaga"" vor coordona echipele mobile care se vor deplasa în satele izolate, începând din noiembrie.

Reprezentantul OMS în Moldova, Miljan Živković, a subliniat importanța inițiativei: ""Republica Moldova demonstrează angajament față de sănătatea publică, aliniindu-se la obiectivele globale de reducere a bolilor netransmisibile"". Programul va dura doi ani și include campanii de informare prin intermediul Centrului Național de Sănătate Publică.

Autoritățile estimează că peste 100.000 de persoane vor beneficia de screening, cu un accent pe grupurile vulnerabile, precum vârstnicii și familiile cu venituri reduse. Criticii, inclusiv reprezentanți ai opoziției, au cerut transparență în alocarea fondurilor, dar ministerul a promis rapoarte periodice.

Această acțiune vine în contextul eforturilor Moldovei de a moderniza sistemul de sănătate, afectat de lipsa de personal și infrastructură învechită, mai ales după pandemia de COVID-19.",ro,grok-4-0709,0,1
602,Ministerul Sănătății din Republica Moldova anunță investiții majore în modernizarea sistemului de sănătate pediatrică,"Ministerul Sănătății al Republicii Moldova a lansat un program de investiții de peste 50 de milioane de lei pentru modernizarea secțiilor de pediatrie din spitalele din Chișinău și Bălți, vizând îmbunătățirea accesului la servicii medicale de calitate pentru copii. Inițiativa, susținută de parteneri internaționali, include achiziționarea de echipamente moderne și formarea personalului medical.","de știri
Chișinău, 15 octombrie 2023 – Autoritățile din Republica Moldova fac un pas important spre îmbunătățirea sistemului de sănătate, cu accent pe îngrijirea pediatrică. Ministerul Sănătății, condus de ministrul Ala Nemerenco, a anunțat ieri, în cadrul unei conferințe de presă la sediul instituției din capitală, un program de investiții în valoare de 50 de milioane de lei pentru modernizarea secțiilor de pediatrie din principalele spitale ale țării.

Programul vizează în primul rând Spitalul Clinic Municipal de Copii „Valentin Ignatenco” din Chișinău și Spitalul Clinic Republican pentru Copii „Emilian Coțaga” din Bălți, unde vor fi achiziționate echipamente medicale de ultimă generație, precum incubatoare, aparate de ventilație și sisteme de monitorizare digitală. „Această inițiativă este esențială pentru reducerea mortalității infantile și pentru asigurarea unui acces echitabil la servicii medicale de calitate, mai ales în zonele rurale”, a declarat ministrul Nemerenco, subliniind parteneriatul cu Organizația Mondială a Sănătății (OMS) și Fondul Națiunilor Unite pentru Copii (UNICEF).

Potrivit datelor furnizate de Centrul Național de Sănătate Publică, în ultimii ani, Republica Moldova s-a confruntat cu o lipsă acută de resurse în pediatrie, cu peste 20% din secțiile spitalicești funcționând sub capacitate din cauza echipamentelor învechite. Directorul Spitalului „Valentin Ignatenco”, dr. Tatiana Bucearschi, a precizat că noile investiții vor permite tratarea unui număr mai mare de pacienți, inclusiv cazuri complexe de boli respiratorii și malnutriție, frecvente în regiunile nordice ale țării.

Programul include și un component de formare profesională pentru 200 de medici și asistente, prin cursuri organizate în colaborare cu Universitatea de Stat de Medicină și Farmacie „Nicolae Testemițanu” din Chișinău. Finanțarea provine din bugetul de stat, suplimentat cu fonduri europene prin Programul de Asistență Tehnică al Uniunii Europene.

Reacțiile din societatea civilă sunt pozitive. Reprezentanți ai Asociației Părinților din Moldova au salutat inițiativa, cerând însă extinderea ei și către spitalele raionale din Cahul și Orhei. „Este un început bun, dar trebuie să ne asigurăm că beneficiile ajung la toți copiii, nu doar la cei din marile orașe”, a comentat Ana Gherman, președinta asociației.

Ministerul Sănătății estimează că lucrările de modernizare vor fi finalizate până la sfârșitul anului 2024, contribuind la alinierea sistemului de sănătate moldovenesc la standardele europene. Această investiție vine în contextul eforturilor guvernului condus de președinta Maia Sandu de a reforma sectorul medical, afectat de migrația personalului calificat și de lipsa fondurilor cronice.",ro,grok-4-0709,0,1
603,Criza de personal medical în Republica Moldova: Ministerul Sănătății lansează un program de atragere a specialiștilor,"Ministerul Sănătății din Republica Moldova a anunțat un nou program pentru combaterea deficitului de medici și asistente în spitalele din țară, cu accent pe zonele rurale. Inițiativa, susținută de fonduri europene, vizează atragerea a peste 500 de specialiști prin burse și stimulente financiare, în contextul în care mii de cadre medicale au părăsit țara în ultimii ani.","de știri
Chișinău, 15 octombrie 2023 – Sistemul de sănătate din Republica Moldova se confruntă cu o criză acută de personal medical, iar autoritățile au decis să intervină printr-un program ambițios de retenție și atragere a specialiștilor. Ministrul Sănătății, Ala Nemerenco, a prezentat ieri, în cadrul unei conferințe de presă la sediul ministerului din capitală, detaliile inițiativei ""Medici pentru Moldova"", finanțată parțial din fonduri ale Uniunii Europene.

Potrivit datelor oficiale, peste 2.000 de medici și asistente au emigrat în ultimii cinci ani către țări precum România, Germania sau Italia, lăsând spitalele din regiuni precum Bălți, Cahul sau Orhei cu un deficit de până la 30% din personal. ""Această criză afectează direct calitatea serviciilor medicale oferite cetățenilor noștri, mai ales în zonele rurale unde accesul la îngrijire este deja limitat"", a declarat Ala Nemerenco. Programul prevede acordarea de burse de studiu pentru rezidenți, stimulente financiare de până la 5.000 de euro pentru medicii care aleg să lucreze în spitalele publice, precum Spitalul Clinic Republican ""Timofei Moșneaga"" din Chișinău sau Spitalul Raional din Ungheni, și programe de formare continuă în parteneriat cu Universitatea de Stat de Medicină și Farmacie ""Nicolae Testemițanu"".

Inițiativa vine în urma unui raport al Organizației Mondiale a Sănătății (OMS), care a subliniat vulnerabilitățile sistemului moldovenesc, agravate de pandemia de COVID-19. Directorul Spitalului Municipal Nr. 1 din Chișinău, Victor Cojocaru, a salutat măsura: ""Avem nevoie urgentă de tineri specialiști. Fără ei, nu putem asigura servicii de calitate pentru pacienții noștri"". Programul, cu un buget de 10 milioane de euro, va fi implementat pe o perioadă de trei ani și include campanii de recrutare internațională, țintind și diaspora moldovenească.

Reprezentanți ai sindicatelor medicale au exprimat optimism moderat, cerând garanții pentru îmbunătățirea condițiilor de muncă. ""Este un pas bun, dar trebuie să rezolvăm și problemele salariale și echipamentele învechite"", a spus Ion Prisăcaru, lider al Federației Sindicale ""Sănătatea"". Autoritățile estimează că primele rezultate vor fi vizibile în 2024, cu un impact pozitiv asupra ratei de acoperire medicală în regiunile defavorizate.",ro,grok-4-0709,1,1
